i,j,k,label,window,month,flow_jk,mu_hat_jk,anom_jk,w_ij,EOP,year
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2021-04-01,1387.0,1282.0499110251997,0.20816035062522117,0.6037291162693497,0.12567246452528275,2021
VE,PE,US,m12_24|p90|ma3,m12_24,2021-04-01,1387.0,1282.0499110251997,0.20816035062522117,0.0,0.0,2021
VE,PE,US,m12_24|ma3,m12_24,2021-05-01,2140.0,1622.7686798571756,0.9118516170185864,0.5793405995686243,0.5282726625211674,2021
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2021-05-01,2140.0,1622.7686798571756,0.9118516170185864,0.39493305972601195,0.360120349125262,2021
VE,PE,US,m12_24|p90|ma3,m12_24,2021-05-01,2140.0,1622.7686798571756,0.9118516170185864,0.0,0.0,2021
VE,PE,US,m12_24|ma3,m12_24,2021-06-01,1936.0,1562.5569216262252,0.6709252812941435,0.5490360537577201,0.3683621688080249,2021
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2021-06-01,1936.0,1562.5569216262252,0.6709252812941435,0.19484491179078153,0.13072637725196268,2021
VE,PE,US,m12_24|p90|ma3,m12_24,2021-06-01,1936.0,1562.5569216262252,0.6709252812941435,0.0,0.0,2021
VE,PE,US,m12_24|ma3,m12_24,2021-07-01,2958.0,1892.093433415044,1.7402655159338967,0.5028025636524883,0.8750099628475835,2021
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2021-07-01,2958.0,1892.093433415044,1.7402655159338967,0.0,0.0,2021
VE,PE,US,m12_24|p90|ma3,m12_24,2021-07-01,2958.0,1892.093433415044,1.7402655159338967,0.0,0.0,2021
VE,PE,US,m12_24|ma3,m12_24,2021-08-01,2724.0,1697.5616544438758,1.7692440990694427,0.45691057321293455,0.8083863354594211,2021
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2021-08-01,2724.0,1697.5616544438758,1.7692440990694427,0.0,0.0,2021
VE,PE,US,m12_24|p90|ma3,m12_24,2021-08-01,2724.0,1697.5616544438758,1.7692440990694427,0.0,0.0,2021
VE,PE,US,m12_24|ma3,m12_24,2021-09-01,3787.0,2227.633432358185,2.3463566233764217,0.40501496587887886,0.9503095477564829,2021
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2021-09-01,3787.0,2227.633432358185,2.3463566233764217,0.0,0.0,2021
VE,PE,US,m12_24|p90|ma3,m12_24,2021-09-01,3787.0,2227.633432358185,2.3463566233764217,0.0,0.0,2021
VE,PE,US,m12_24|ma3,m12_24,2021-10-01,3540.0,2228.1531056352187,1.9736871006213168,0.36203462690876104,0.7145430731080727,2021
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2021-10-01,3540.0,2228.1531056352187,1.9736871006213168,0.0,0.0,2021
VE,PE,US,m12_24|p90|ma3,m12_24,2021-10-01,3540.0,2228.1531056352187,1.9736871006213168,0.0,0.0,2021
VE,PE,US,m12_24|ma3,m12_24,2021-11-01,3293.0,2228.7994810162036,1.6008684053067184,0.3211773196223242,0.5141626234844764,2021
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2021-11-01,3293.0,2228.7994810162036,1.6008684053067184,0.0,0.0,2021
VE,PE,US,m12_24|p90|ma3,m12_24,2021-11-01,3293.0,2228.7994810162036,1.6008684053067184,0.0,0.0,2021
VE,PE,US,m12_24|ma3,m12_24,2021-12-01,2295.0,1783.3366671331507,0.8604691252515236,0.2985512395187285,0.2568941239114384,2021
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2021-12-01,2295.0,1783.3366671331507,0.8604691252515236,0.0,0.0,2021
VE,PE,US,m12_24|p90|ma3,m12_24,2021-12-01,2295.0,1783.3366671331507,0.8604691252515236,0.0,0.0,2021
VE,PE,US,m12_24|ma3,m12_24,2022-01-01,3956.0,2722.941559268988,1.6781553673069918,0.28779125538561817,0.48295843988939235,2022
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2022-01-01,3956.0,2722.941559268988,1.6781553673069918,0.0,0.0,2022
VE,PE,US,m12_24|p90|ma3,m12_24,2022-01-01,3956.0,2722.941559268988,1.6781553673069918,0.0,0.0,2022
VE,PE,US,m12_24|ma3,m12_24,2022-02-01,5193.0,2747.1951017222823,3.3139406384601564,0.285968638351606,0.9476830919585029,2022
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2022-02-01,5193.0,2747.1951017222823,3.3139406384601564,0.0,0.0,2022
VE,PE,US,m12_24|p90|ma3,m12_24,2022-02-01,5193.0,2747.1951017222823,3.3139406384601564,0.0,0.0,2022
VE,PE,US,m12_24|ma3,m12_24,2022-03-01,4854.0,2560.736522538229,3.218393724773461,0.29192213346296425,0.939520362459685,2022
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2022-03-01,4854.0,2560.736522538229,3.218393724773461,0.0,0.0,2022
VE,PE,US,m12_24|p90|ma3,m12_24,2022-03-01,4854.0,2560.736522538229,3.218393724773461,0.0,0.0,2022
VE,PE,US,m12_24|ma3,m12_24,2022-04-01,5663.0,2786.685361358622,3.8695466748580825,0.3000038787179396,1.1608790113375307,2022
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2022-04-01,5663.0,2786.685361358622,3.8695466748580825,0.0,0.0,2022
VE,PE,US,m12_24|p90|ma3,m12_24,2022-04-01,5663.0,2786.685361358622,3.8695466748580825,0.0,0.0,2022
VE,PE,US,m12_24|ma3,m12_24,2022-05-01,6719.0,3026.938084368497,4.765789683036214,0.3127301083212781,1.490405923812345,2022
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2022-05-01,6719.0,3026.938084368497,4.765789683036214,0.0,0.0,2022
VE,PE,US,m12_24|p90|ma3,m12_24,2022-05-01,6719.0,3026.938084368497,4.765789683036214,0.0,0.0,2022
VE,PE,US,m12_24|ma3,m12_24,2022-06-01,8414.0,2408.6622961157273,8.689947313404561,0.3252724401750307,2.826600367623554,2022
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2022-06-01,8414.0,2408.6622961157273,8.689947313404561,0.0,0.0,2022
VE,PE,US,m12_24|p90|ma3,m12_24,2022-06-01,8414.0,2408.6622961157273,8.689947313404561,0.0,0.0,2022
VE,PE,US,m12_24|ma3,m12_24,2022-07-01,11225.0,2270.59722187292,13.345481281970038,0.3405840568895748,4.54525815615724,2022
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2022-07-01,11225.0,2270.59722187292,13.345481281970038,0.0,0.0,2022
VE,PE,US,m12_24|p90|ma3,m12_24,2022-07-01,11225.0,2270.59722187292,13.345481281970038,0.0,0.0,2022
VE,PE,US,m12_24|ma3,m12_24,2022-08-01,11343.0,2321.2644826231635,13.298279113798703,0.35323482550393276,4.697415302265278,2022
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2022-08-01,11343.0,2321.2644826231635,13.298279113798703,0.0,0.0,2022
VE,PE,US,m12_24|p90|ma3,m12_24,2022-08-01,11343.0,2321.2644826231635,13.298279113798703,0.0,0.0,2022
VE,PE,US,m12_24|ma3,m12_24,2022-09-01,13345.0,2266.2713531353756,16.527289587663923,0.3624077139952162,5.9896172380022215,2022
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2022-09-01,13345.0,2266.2713531353756,16.527289587663923,0.0,0.0,2022
VE,PE,US,m12_24|p90|ma3,m12_24,2022-09-01,13345.0,2266.2713531353756,16.527289587663923,0.0,0.0,2022
VE,PE,US,m12_24|ma3,m12_24,2022-10-01,16403.0,2768.780282405295,18.401520412421355,0.37118187298613176,6.830310812475094,2022
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2022-10-01,16403.0,2768.780282405295,18.401520412421355,0.0,0.0,2022
VE,PE,US,m12_24|p90|ma3,m12_24,2022-10-01,16403.0,2768.780282405295,18.401520412421355,0.0,0.0,2022
VE,PE,US,m12_24|ma3,m12_24,2022-11-01,9258.0,2160.891760633092,10.842578823843093,0.38369395997763744,4.160232005290031,2022
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2022-11-01,9258.0,2160.891760633092,10.842578823843093,0.0,0.0,2022
VE,PE,US,m12_24|p90|ma3,m12_24,2022-11-01,9258.0,2160.891760633092,10.842578823843093,0.0,0.0,2022
VE,PE,US,m12_24|ma3,m12_24,2022-12-01,18771.0,3123.253646929751,19.88455314976056,0.4007518500394716,7.968771461974747,2022
VE,PE,US,m12_24|z≥1.0|ma3,m12_24,2022-12-01,18771.0,3123.253646929751,19.88455314976056,0.0,0.0,2022
VE,PE,US,m12_24|p90|ma3,m12_24,2022-12-01,18771.0,3123.253646929751,19.88455314976056,0.0,0.0,2022
VE,PE,US,m6_18|ma3,m6_18,2019-01-01,1444.0,1925.1947229321663,-0.7788452771930842,0.0,-0.0,2019
VE,PE,US,m6_18|ma3,m6_18,2019-02-01,1653.0,2194.2728664992255,-0.8206134040252447,0.0,-0.0,2019
VE,PE,US,m6_18|ma3,m6_18,2019-03-01,2368.0,2430.147416489948,-0.089531206263491,0.0,-0.0,2019
VE,PE,US,m6_18|ma3,m6_18,2019-04-01,1715.0,2268.309109807605,-0.8250577881653924,0.0,-0.0,2019
VE,PE,US,m6_18|ma3,m6_18,2019-05-01,1632.0,2266.1844266628127,-0.9460968876316738,0.0,-0.0,2019
VE,PE,US,m6_18|ma3,m6_18,2019-06-01,1795.0,2350.625837893,-0.8138761959454374,0.0,-0.0,2019
VE,PE,US,m6_18|ma3,m6_18,2019-07-01,1890.0,2270.4458180423244,-0.567028528105205,0.0,-0.0,2019
VE,PE,US,m6_18|ma3,m6_18,2019-08-01,2029.0,2339.802278913279,-0.4563124107095899,0.0,-0.0,2019
VE,PE,US,m6_18|ma3,m6_18,2019-09-01,1544.0,1891.9919971356185,-0.5681686606738023,0.2287384635596282,-0.1299620264852573,2019
VE,PE,US,m6_18|ma3,m6_18,2019-10-01,1490.0,1939.33450867632,-0.7246212683534519,0.463752957971651,-0.3360452566080828,2019
VE,PE,US,m6_18|ma3,m6_18,2019-11-01,1526.0,1881.169662858524,-0.581553328740091,0.7042638451899171,-0.40956698348149245,2019
VE,PE,US,m6_18|ma3,m6_18,2019-12-01,2070.0,2236.4220201201374,-0.24992032422640018,0.7197479752327752,-0.17987964733147022,2019
VE,PE,US,m6_18|ma3,m6_18,2020-01-01,1726.0,1947.2822173659076,-0.3561227610054627,0.7255861571523164,-0.2583977456324265,2020
VE,PE,US,m6_18|ma3,m6_18,2020-02-01,2542.0,2503.6887533303466,0.05437556482881142,0.7254087800395244,0.039444512146428155,2020
VE,PE,US,m6_18|ma3,m6_18,2020-03-01,2132.0,1966.759402888528,0.26461155452353086,0.7186416426309671,0.19016088220192393,2020
VE,PE,US,m6_18|ma3,m6_18,2020-04-01,843.0,982.8438387666944,-0.31678801551165947,0.7109956169806777,-0.22523489054079682,2020
VE,PE,US,m6_18|ma3,m6_18,2020-05-01,591.0,783.8842038497476,-0.4892584919547903,0.6998724155436372,-0.3424185225896363,2020
VE,PE,US,m6_18|ma3,m6_18,2020-06-01,422.0,582.792244656594,-0.47301605545458836,0.6848922583321313,-0.3239650344476497,2020
VE,PE,US,m6_18|ma3,m6_18,2020-07-01,267.0,445.59691702372777,-0.6008561837675477,0.6687297451150466,-0.4018104026216717,2020
VE,PE,US,m6_18|ma3,m6_18,2020-08-01,321.0,530.6481528389887,-0.6463315825735022,0.6483154929899508,-0.4190267785911152,2020
VE,PE,US,m6_18|ma3,m6_18,2020-09-01,360.0,809.326148802771,-1.121676376217579,0.625928341942758,-0.7020890343622305,2020
VE,PE,US,m6_18|ma3,m6_18,2020-10-01,470.0,1147.022395169544,-1.4196613283229007,0.6037291162693497,-0.8570908791501559,2020
VE,PE,US,m6_18|ma3,m6_18,2020-11-01,823.0,1292.5941545348717,-0.9275968272191971,0.5793405995686243,-0.5373945020391232,2020
VE,PE,US,m6_18|ma3,m6_18,2020-12-01,1326.0,1683.9078891741344,-0.619412223774846,0.5490360537577201,-0.3400796429906353,2020
VE,PE,US,m6_18|ma3,m6_18,2021-01-01,1487.0,1578.7532715054208,-0.16399556087990474,0.5028025636524883,-0.08245738843804383,2021
VE,PE,US,m6_18|ma3,m6_18,2021-02-01,2096.0,1763.672380778514,0.5619855454465782,0.45691057321293455,0.2567771377073797,2021
VE,PE,US,m6_18|ma3,m6_18,2021-03-01,2024.0,2101.521428119546,-0.12009433441488175,0.40501496587887886,-0.04864000275529,2021
VE,PE,US,m6_18|ma3,m6_18,2021-04-01,1387.0,1282.0499110251997,0.20816035062522117,0.36203462690876104,0.07536125487579882,2021
VE,PE,US,m6_18|ma3,m6_18,2021-05-01,2140.0,1622.7686798571756,0.9118516170185864,0.3211773196223242,0.2928660582473117,2021
VE,PE,US,m6_18|ma3,m6_18,2021-06-01,1936.0,1562.5569216262252,0.6709252812941435,0.2985512395187285,0.20030557435481813,2021
VE,PE,US,m6_18|ma3,m6_18,2021-07-01,2958.0,1892.093433415044,1.7402655159338967,0.28779125538561817,0.5008331975349166,2021
VE,PE,US,m6_18|ma3,m6_18,2021-08-01,2724.0,1697.5616544438758,1.7692440990694427,0.285968638351606,0.5059483259225025,2021
VE,PE,US,m6_18|ma3,m6_18,2021-09-01,3787.0,2227.633432358185,2.3463566233764217,0.29192213346296425,0.684953431361002,2021
VE,PE,US,m6_18|ma3,m6_18,2021-10-01,3540.0,2228.1531056352187,1.9736871006213168,0.3000038787179396,0.5921137855619594,2021
VE,PE,US,m6_18|ma3,m6_18,2021-11-01,3293.0,2228.7994810162036,1.6008684053067184,0.3127301083212781,0.5006397497996818,2021
VE,PE,US,m6_18|ma3,m6_18,2021-12-01,2295.0,1783.3366671331507,0.8604691252515236,0.3252724401750307,0.2798868920658372,2021
VE,PE,US,m6_18|ma3,m6_18,2022-01-01,3956.0,2722.941559268988,1.6781553673069918,0.3405840568895748,0.5715529630884298,2022
VE,PE,US,m6_18|ma3,m6_18,2022-02-01,5193.0,2747.1951017222823,3.3139406384601564,0.35323482550393276,1.1705992431568648,2022
VE,PE,US,m6_18|ma3,m6_18,2022-03-01,4854.0,2560.736522538229,3.218393724773461,0.3624077139952162,1.166370712531699,2022
VE,PE,US,m6_18|ma3,m6_18,2022-04-01,5663.0,2786.685361358622,3.8695466748580825,0.37118187298613176,1.4363055823810813,2022
VE,PE,US,m6_18|ma3,m6_18,2022-05-01,6719.0,3026.938084368497,4.765789683036214,0.38369395997763744,1.8286047159047345,2022
VE,PE,US,m6_18|ma3,m6_18,2022-06-01,8414.0,2408.6622961157273,8.689947313404561,0.4007518500394716,3.482512462592414,2022
VE,PE,US,m6_18|ma3,m6_18,2022-07-01,11225.0,2270.59722187292,13.345481281970038,0.41919839816027543,5.594404376079779,2022
VE,PE,US,m6_18|ma3,m6_18,2022-08-01,11343.0,2321.2644826231635,13.298279113798703,0.43682651634043373,5.809040938603438,2022
VE,PE,US,m6_18|ma3,m6_18,2022-09-01,13345.0,2266.2713531353756,16.527289587663923,0.44930776665451283,7.4258395734856615,2022
VE,PE,US,m6_18|ma3,m6_18,2022-10-01,16403.0,2768.780282405295,18.401520412421355,0.4530401432554241,8.336627443760982,2022
VE,PE,US,m6_18|ma3,m6_18,2022-11-01,9258.0,2160.891760633092,10.842578823843093,0.45091366486570905,4.889066954054418,2022
VE,PE,US,m6_18|ma3,m6_18,2022-12-01,18771.0,3123.253646929751,19.88455314976056,0.4469248214979664,8.886900367023564,2022
VE,PE,US,upto_12|ma3,upto_12,2019-01-01,1444.0,1925.1947229321663,-0.7788452771930842,0.0,-0.0,2019
VE,PE,US,upto_12|ma3,upto_12,2019-02-01,1653.0,2194.2728664992255,-0.8206134040252447,0.0,-0.0,2019
VE,PE,US,upto_12|ma3,upto_12,2019-03-01,2368.0,2430.147416489948,-0.089531206263491,0.0,-0.0,2019
VE,PE,US,upto_12|ma3,upto_12,2019-04-01,1715.0,2268.309109807605,-0.8250577881653924,0.0,-0.0,2019
VE,PE,US,upto_12|ma3,upto_12,2019-05-01,1632.0,2266.1844266628127,-0.9460968876316738,0.0,-0.0,2019
VE,PE,US,upto_12|ma3,upto_12,2019-06-01,1795.0,2350.625837893,-0.8138761959454374,0.0,-0.0,2019
VE,PE,US,upto_12|ma3,upto_12,2019-07-01,1890.0,2270.4458180423244,-0.567028528105205,0.0,-0.0,2019
VE,PE,US,upto_12|ma3,upto_12,2019-08-01,2029.0,2339.802278913279,-0.4563124107095899,0.0,-0.0,2019
VE,PE,US,upto_12|ma3,upto_12,2019-09-01,1544.0,1891.9919971356185,-0.5681686606738023,0.0,-0.0,2019
VE,PE,US,upto_12|ma3,upto_12,2019-10-01,1490.0,1939.33450867632,-0.7246212683534519,0.0,-0.0,2019
VE,PE,US,upto_12|ma3,upto_12,2019-11-01,1526.0,1881.169662858524,-0.581553328740091,0.0,-0.0,2019
VE,PE,US,upto_12|ma3,upto_12,2019-12-01,2070.0,2236.4220201201374,-0.24992032422640018,0.0,-0.0,2019
VE,PE,US,upto_12|ma3,upto_12,2020-01-01,1726.0,1947.2822173659076,-0.3561227610054627,0.0,-0.0,2020
VE,PE,US,upto_12|ma3,upto_12,2020-02-01,2542.0,2503.6887533303466,0.05437556482881142,0.0,0.0,2020
VE,PE,US,upto_12|ma3,upto_12,2020-03-01,2132.0,1966.759402888528,0.26461155452353086,0.2287384635596282,0.06052684042183724,2020
VE,PE,US,upto_12|ma3,upto_12,2020-04-01,843.0,982.8438387666944,-0.31678801551165947,0.463752957971651,-0.14691137924350134,2020
VE,PE,US,upto_12|ma3,upto_12,2020-05-01,591.0,783.8842038497476,-0.4892584919547903,0.7042638451899171,-0.34456706683590077,2020
VE,PE,US,upto_12|ma3,upto_12,2020-06-01,422.0,582.792244656594,-0.47301605545458836,0.7197479752327752,-0.3404523481660341,2020
VE,PE,US,upto_12|ma3,upto_12,2020-07-01,267.0,445.59691702372777,-0.6008561837675477,0.7255861571523164,-0.435972929381101,2020
VE,PE,US,upto_12|ma3,upto_12,2020-08-01,321.0,530.6481528389887,-0.6463315825735022,0.7254087800395244,-0.4688546048156593,2020
VE,PE,US,upto_12|ma3,upto_12,2020-09-01,360.0,809.326148802771,-1.121676376217579,0.7186416426309671,-0.8060833535053515,2020
VE,PE,US,upto_12|ma3,upto_12,2020-10-01,470.0,1147.022395169544,-1.4196613283229007,0.7109956169806777,-1.0093729820345492,2020
VE,PE,US,upto_12|ma3,upto_12,2020-11-01,823.0,1292.5941545348717,-0.9275968272191971,0.6998724155436372,-0.6491994321165134,2020
VE,PE,US,upto_12|ma3,upto_12,2020-12-01,1326.0,1683.9078891741344,-0.619412223774846,0.6848922583321313,-0.4242306367796817,2020
VE,PE,US,upto_12|ma3,upto_12,2021-01-01,1487.0,1578.7532715054208,-0.16399556087990474,0.6687297451150466,-0.10966870962721781,2021
VE,PE,US,upto_12|ma3,upto_12,2021-02-01,2096.0,1763.672380778514,0.5619855454465782,0.6502212274911386,0.36541493119255114,2021
VE,PE,US,upto_12|ma3,upto_12,2021-03-01,2024.0,2101.521428119546,-0.12009433441488175,0.6334625543434854,-0.07607526384063175,2021
VE,PE,US,upto_12|ma3,upto_12,2021-04-01,1387.0,1282.0499110251997,0.20816035062522117,0.6193531305534338,0.12892476481683116,2021
VE,PE,US,upto_12|ma3,upto_12,2021-05-01,2140.0,1622.7686798571756,0.9118516170185864,0.6094254037315673,0.5557055398448345,2021
VE,PE,US,upto_12|ma3,upto_12,2021-06-01,1936.0,1562.5569216262252,0.6709252812941435,0.6028015785436224,0.4044348186489336,2021
VE,PE,US,upto_12|ma3,upto_12,2021-07-01,2958.0,1892.093433415044,1.7402655159338967,0.5976599556283061,1.040087011034524,2021
VE,PE,US,upto_12|ma3,upto_12,2021-08-01,2724.0,1697.5616544438758,1.7692440990694427,0.5933222292809904,1.0497318530021191,2021
VE,PE,US,upto_12|ma3,upto_12,2021-09-01,3787.0,2227.633432358185,2.3463566233764217,0.588954706935156,1.3818977774860226,2021
VE,PE,US,upto_12|ma3,upto_12,2021-10-01,3540.0,2228.1531056352187,1.9736871006213168,0.5832455597335322,1.1511442377407322,2021
VE,PE,US,upto_12|ma3,upto_12,2021-11-01,3293.0,2228.7994810162036,1.6008684053067184,0.5759850175945433,0.9220762165971387,2021
VE,PE,US,upto_12|ma3,upto_12,2021-12-01,2295.0,1783.3366671331507,0.8604691252515236,0.5676005906522913,0.48840278373082524,2021
VE,PE,US,upto_12|ma3,upto_12,2022-01-01,3956.0,2722.941559268988,1.6781553673069918,0.5590477334177425,0.9381689544157928,2022
VE,PE,US,upto_12|ma3,upto_12,2022-02-01,5193.0,2747.1951017222823,3.3139406384601564,0.5509981367988499,1.8259751172535372,2022
VE,PE,US,upto_12|ma3,upto_12,2022-03-01,4854.0,2560.736522538229,3.218393724773461,0.5446028916019306,1.7527465288251352,2022
VE,PE,US,upto_12|ma3,upto_12,2022-04-01,5663.0,2786.685361358622,3.8695466748580825,0.5395521901601721,2.0878223833466896,2022
VE,PE,US,upto_12|ma3,upto_12,2022-05-01,6719.0,3026.938084368497,4.765789683036214,0.5361038325102695,2.554958114013617,2022
VE,PE,US,upto_12|ma3,upto_12,2022-06-01,8414.0,2408.6622961157273,8.689947313404561,0.5332314794494455,4.6337534622644485,2022
VE,PE,US,upto_12|ma3,upto_12,2022-07-01,11225.0,2270.59722187292,13.345481281970038,0.5311612448133397,7.08860245036433,2022
VE,PE,US,upto_12|ma3,upto_12,2022-08-01,11343.0,2321.2644826231635,13.298279113798703,0.5290234735541047,7.035101809073791,2022
VE,PE,US,upto_12|ma3,upto_12,2022-09-01,13345.0,2266.2713531353756,16.527289587663923,0.5262542026370592,8.69755560370785,2022
VE,PE,US,upto_12|ma3,upto_12,2022-10-01,16403.0,2768.780282405295,18.401520412421355,0.5235908871376606,9.634868397421467,2022
VE,PE,US,upto_12|ma3,upto_12,2022-11-01,9258.0,2160.891760633092,10.842578823843093,0.5218609395197419,5.658318371827614,2022
VE,PE,US,upto_12|ma3,upto_12,2022-12-01,18771.0,3123.253646929751,19.88455314976056,0.5212458160877026,10.36474013408624,2022
